filename       ,  rec_packets,  lost_packets,  lost_rate(%)
af520505_all-stat/0825statistics/2686392.dump.split0.1-4,4,0,0
af520505_all-stat/0825statistics/2686392.dump.split1.46-204,159,0,0
af520505_all-stat/0825statistics/2692250.dump.split0.1-35,35,0,0
af520505_all-stat/0825statistics/2695042.dump.split0.1-25,25,0,0
af520505_all-stat/0825statistics/2695332.dump.split0.1-329,329,0,0
af520505_all-stat/0825statistics/2695332.dump.split1.371-22817,22447,0,0
af520505_all-stat/0825statistics/2679852.dump.split0.1-3,3,0,0
af520505_all-stat/0825statistics/2679852.dump.split1.45-1274,1230,0,0
af520505_all-stat/0825statistics/2580722.dump.split0.1-25,25,0,0
af520505_all-stat/0825statistics/2522150.dump.split1.65015-80461,15447,0,0
af520505_all-stat/0825statistics/2656678.dump.split0.1-31,31,0,0
af520505_all-stat/0825statistics/2694598.dump.split1.52647-69510,16864,0,0
af520505_all-stat/0825statistics/2682548.dump.split0.1-87,87,0,0
af520505_all-stat/0825statistics/2695816.dump.split0.1-304,304,0,0
af520505_all-stat/0825statistics/2580288.dump.split0.1-655,655,0,0
af520505_all-stat/0825statistics/2698122.dump.split0.1-26,26,0,0
af520505_all-stat/0825statistics/2512304.dump.split0.1-5,5,0,0
af520505_all-stat/0825statistics/2699772.dump.split0.1-34,34,0,0
af520505_all-stat/0825statistics/2049210.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/2049210.dump.split4.2563-3153,299,0,0
af520505_all-stat/0825statistics/2697338.dump.split0.1-35,35,0,0
af520505_all-stat/0825statistics/2697168.dump.split0.1-25,25,0,0
af520505_all-stat/0825statistics/2698410.dump.split0.1-2591,2591,0,0
af520505_all-stat/0825statistics/2587288.dump.split0.1-114,114,0,0
af520505_all-stat/0825statistics/2667324.dump.split0.1-26,26,0,0
af520505_all-stat/0825statistics/1940226.dump.split0.1-631,316,0,0
af520505_all-stat/0825statistics/1940226.dump.split5.3201-3791,298,0,0
af520505_all-stat/0825statistics/2698960.dump.split0.1-39,39,0,0
af520505_all-stat/0825statistics/2662264.dump.split0.1-4932,4932,0,0
af520505_all-stat/0825statistics/2498376.dump.split0.1-156,156,0,0
af520505_all-stat/0825statistics/2586130.dump.split0.1-222,222,0,0
af520505_all-stat/0825statistics/2691496.dump.split0.1-36,36,0,0
af520505_all-stat/0825statistics/2693412.dump.split0.1-31,31,0,0
af520505_all-stat/0825statistics/2686416.dump.split0.1-25,25,0,0
af520505_all-stat/0825statistics/2698852.dump.split3.186446-189207,2762,0,0
af520505_all-stat/0825statistics/2698852.dump.split4.189249-206243,16995,0,0
af520505_all-stat/0825statistics/2698852.dump.split5.206285-217579,11295,0,0
af520505_all-stat/0825statistics/2642174.dump.split0.1-37,37,0,0
af520505_all-stat/0825statistics/2697126.dump.split0.1-74,74,0,0
af520505_all-stat/0825statistics/2693830.dump.split0.1-240,240,0,0
af520505_all-stat/0825statistics/2686902.dump.split0.1-131,131,0,0
af520505_all-stat/0825statistics/2699692.dump.split0.1-32,32,0,0
af520505_all-stat/0825statistics/2587962.dump.split0.1-2723,2723,0,0
af520505_all-stat/0825statistics/1662062.dump.split0.1-630,630,0,0
af520505_all-stat/0825statistics/2693134.dump.split0.1-31,31,0,0
af520505_all-stat/0825statistics/2695260.dump.split0.1-22,22,0,0
af520505_all-stat/0825statistics/2551090.dump.split0.1-40933,40933,0,0
af520505_all-stat/0825statistics/2551090.dump.split1.40975-84648,43674,0,0
af520505_all-stat/0825statistics/2692454.dump.split0.1-110,110,0,0
af520505_all-stat/0825statistics/2696576.dump.split0.1-27,27,0,0
af520505_all-stat/0825statistics/2672152.dump.split0.1-22,22,0,0
af520505_all-stat/0825statistics/2613942.dump.split0.1-1,1,0,0
af520505_all-stat/0825statistics/2696920.dump.split0.1-1212,1212,0,0
